customer_id,age,job,marital,education,credit_def,Avey_bal,house_loan,personal_loan,communication,day,month,call_duration,campaign,pdays,previous,poutcome,response
24367,56,technician,divorced,secondary,no,689,yes,no,cellular,17,nov,110,1,103,4,failure,no
24396,34,admin.,single,secondary,no,0,yes,no,cellular,17,nov,214,1,174,2,failure,no
24403,32,admin.,single,secondary,no,4344,yes,no,cellular,17,nov,79,2,118,3,failure,no
24412,59,management,married,primary,no,252,yes,yes,cellular,17,nov,138,1,175,2,failure,no
24413,40,technician,married,secondary,no,0,yes,no,cellular,17,nov,74,2,196,1,failure,no
24417,43,technician,divorced,secondary,no,-36,yes,no,cellular,17,nov,190,1,104,1,failure,no
24422,43,technician,married,secondary,no,0,no,yes,cellular,17,nov,103,2,193,3,failure,no
24423,55,entrepreneur,divorced,tertiary,no,1730,no,no,cellular,17,nov,89,2,118,3,failure,no
24426,49,services,married,secondary,no,202,yes,no,cellular,17,nov,651,2,104,1,failure,yes
24427,49,entrepreneur,married,tertiary,no,313,yes,no,cellular,17,nov,42,2,188,2,failure,no
24430,39,blue-collar,single,primary,no,419,yes,no,cellular,17,nov,186,1,181,1,failure,no
24436,42,technician,married,tertiary,no,14282,yes,no,cellular,17,nov,77,1,103,4,success,no
24451,42,services,married,secondary,no,1048,yes,no,cellular,17,nov,71,1,186,1,failure,no
24462,41,technician,married,secondary,no,112,yes,no,cellular,17,nov,1081,1,131,1,failure,no
24470,51,technician,married,secondary,no,563,yes,no,cellular,17,nov,504,1,123,3,failure,no
24474,36,blue-collar,married,secondary,no,1797,yes,yes,cellular,17,nov,166,1,181,2,failure,no
24476,52,technician,married,tertiary,no,3440,yes,no,cellular,17,nov,124,1,131,1,failure,no
24487,42,entrepreneur,married,tertiary,no,373,no,no,cellular,17,nov,174,1,154,3,failure,no
24490,45,technician,married,secondary,no,2020,yes,no,cellular,17,nov,62,1,131,1,failure,no
24491,35,entrepreneur,married,secondary,no,24,yes,no,cellular,17,nov,128,1,181,1,failure,no
24493,38,management,married,tertiary,no,425,yes,no,cellular,17,nov,240,1,181,1,failure,no
24495,47,technician,married,secondary,no,80,no,yes,cellular,17,nov,74,1,145,1,failure,no
24503,43,self-employed,married,secondary,no,634,yes,no,cellular,17,nov,65,1,131,1,failure,no
24511,50,management,married,tertiary,no,830,no,no,cellular,17,nov,71,1,138,2,failure,no
24518,54,services,married,secondary,no,2719,yes,no,cellular,17,nov,166,2,171,2,failure,no
24521,44,unemployed,married,secondary,no,0,yes,no,cellular,17,nov,58,1,195,2,failure,no
24532,51,management,married,tertiary,no,248,yes,yes,cellular,17,nov,139,2,126,3,failure,no
24536,51,technician,married,secondary,no,12061,yes,no,cellular,17,nov,150,1,188,1,failure,no
24537,42,technician,single,secondary,no,-15,no,no,cellular,17,nov,89,1,145,1,failure,no
24546,46,services,divorced,secondary,no,0,no,no,cellular,17,nov,407,1,150,3,success,no
24554,50,management,married,tertiary,no,4,no,no,cellular,17,nov,223,1,96,2,failure,no
24557,44,management,married,tertiary,no,1451,yes,no,cellular,17,nov,157,3,150,12,failure,no
24561,41,unemployed,married,primary,no,557,yes,no,cellular,17,nov,158,1,173,1,failure,no
24567,37,management,single,tertiary,no,600,yes,no,cellular,17,nov,116,2,196,1,failure,no
24568,53,admin.,married,secondary,no,350,no,yes,cellular,17,nov,113,3,132,2,failure,no
24571,53,self-employed,married,secondary,no,248,no,yes,cellular,17,nov,99,1,126,3,failure,no
24574,52,technician,married,secondary,no,1818,no,yes,cellular,17,nov,189,2,111,4,failure,no
24575,36,management,divorced,tertiary,no,3837,yes,no,cellular,17,nov,184,1,193,1,success,no
24579,37,admin.,married,tertiary,no,0,yes,no,cellular,17,nov,65,2,119,1,failure,no
24581,44,management,married,tertiary,no,58,yes,no,cellular,17,nov,48,1,126,3,failure,no
24584,32,admin.,married,secondary,no,0,yes,yes,cellular,17,nov,159,2,195,2,failure,no
24589,41,management,married,tertiary,no,20,yes,no,cellular,17,nov,99,1,151,2,failure,no
24590,37,services,married,secondary,yes,-954,yes,no,cellular,17,nov,69,1,180,3,failure,no
24591,43,housemaid,married,primary,no,0,no,yes,cellular,17,nov,836,1,129,2,failure,no
24592,51,blue-collar,married,primary,no,230,yes,no,cellular,17,nov,174,1,195,1,failure,no
24593,56,management,married,tertiary,no,505,yes,yes,cellular,17,nov,171,1,172,2,failure,no
24607,38,technician,married,secondary,no,821,yes,yes,cellular,17,nov,224,2,180,1,failure,no
24610,42,technician,married,primary,no,275,no,no,cellular,17,nov,295,2,109,9,failure,no
24611,34,management,single,tertiary,no,1049,yes,no,cellular,17,nov,101,2,129,1,failure,no
24617,38,blue-collar,married,primary,no,0,yes,no,cellular,17,nov,78,2,193,2,failure,no
24623,53,retired,married,tertiary,no,2269,no,no,cellular,17,nov,1091,2,150,1,success,yes
24624,41,blue-collar,married,secondary,no,271,yes,no,cellular,17,nov,148,2,172,2,failure,no
24627,48,management,divorced,tertiary,no,-478,yes,no,cellular,17,nov,87,5,167,6,failure,no
24628,54,management,married,tertiary,no,3795,yes,yes,cellular,17,nov,227,2,119,1,failure,no
24630,55,entrepreneur,married,secondary,no,653,yes,no,cellular,17,nov,193,2,186,1,failure,no
24633,38,technician,single,secondary,no,1255,yes,no,cellular,17,nov,151,2,171,2,failure,no
24634,50,technician,divorced,secondary,no,-403,no,yes,cellular,17,nov,130,2,119,2,failure,no
24638,42,unemployed,married,primary,no,2636,no,no,cellular,17,nov,178,2,151,1,failure,no
24639,40,housemaid,married,secondary,no,1029,yes,yes,cellular,17,nov,117,2,117,3,failure,no
24650,57,management,married,secondary,no,1502,no,no,telephone,17,nov,340,2,109,11,failure,no
24659,30,technician,single,secondary,no,426,yes,no,telephone,17,nov,127,4,111,6,failure,no
24663,56,management,single,secondary,no,237,yes,no,telephone,17,nov,117,3,131,4,failure,no
24666,39,technician,married,secondary,no,8,no,yes,cellular,17,nov,333,2,96,2,failure,no
24673,43,services,divorced,secondary,no,1043,yes,no,cellular,17,nov,57,4,119,3,failure,no
24676,42,services,married,secondary,no,1027,yes,no,telephone,17,nov,188,2,168,2,failure,no
24677,44,management,married,tertiary,no,724,yes,no,cellular,17,nov,157,2,172,1,failure,no
24685,36,blue-collar,married,secondary,no,0,yes,no,cellular,17,nov,273,2,131,1,failure,no
24687,40,unemployed,married,secondary,no,219,yes,no,cellular,17,nov,204,2,196,1,failure,no
24697,43,management,married,tertiary,no,2767,yes,no,cellular,17,nov,374,1,186,7,failure,no
24698,40,technician,married,secondary,no,1269,yes,no,cellular,17,nov,353,1,172,1,failure,no
24699,56,services,married,secondary,no,1150,no,yes,cellular,17,nov,107,1,117,3,failure,no
24700,37,technician,married,secondary,no,5115,yes,no,cellular,17,nov,1210,2,171,4,failure,yes
24702,56,management,single,tertiary,no,1092,yes,yes,cellular,17,nov,176,3,186,4,failure,no
24703,37,management,married,secondary,no,121,no,yes,cellular,17,nov,211,2,151,2,failure,no
24704,58,blue-collar,divorced,secondary,no,644,no,yes,cellular,17,nov,220,4,109,4,failure,no
24710,45,entrepreneur,married,secondary,no,781,no,yes,cellular,17,nov,652,2,126,2,failure,yes
24715,50,technician,married,secondary,no,0,yes,no,cellular,17,nov,114,4,168,2,failure,no
24730,40,blue-collar,married,secondary,no,755,no,no,cellular,17,nov,408,1,117,1,failure,no
24738,43,technician,married,tertiary,no,1201,yes,yes,cellular,18,nov,82,1,97,3,failure,no
24740,40,self-employed,married,tertiary,no,3059,yes,yes,cellular,18,nov,41,1,182,1,failure,no
24753,36,housemaid,married,primary,no,4324,yes,no,cellular,18,nov,139,4,127,4,failure,no
24754,44,management,married,tertiary,no,756,yes,no,cellular,18,nov,65,1,130,2,failure,no
24757,37,blue-collar,married,secondary,no,723,yes,no,cellular,18,nov,119,1,110,2,failure,no
24759,37,technician,married,secondary,no,195,yes,no,cellular,18,nov,68,1,194,2,failure,no
24762,42,entrepreneur,married,tertiary,no,2249,yes,no,telephone,18,nov,228,1,125,5,failure,no
24766,53,technician,married,secondary,no,137,no,yes,cellular,18,nov,52,1,176,1,failure,no
24777,44,technician,married,secondary,no,10888,yes,no,cellular,18,nov,67,1,105,1,failure,no
24780,41,admin.,married,secondary,no,4320,yes,no,cellular,18,nov,164,1,166,2,failure,no
24787,41,blue-collar,married,primary,no,1461,yes,no,cellular,18,nov,290,1,165,2,success,no
24796,48,management,married,secondary,no,4415,yes,no,cellular,18,nov,271,1,102,6,failure,no
24803,56,technician,married,secondary,no,589,yes,no,cellular,18,nov,208,1,26,3,success,no
24839,42,admin.,single,secondary,no,-247,yes,yes,cellular,18,nov,104,2,28,2,success,no
24844,37,technician,married,secondary,no,0,yes,no,cellular,18,nov,173,1,179,6,failure,no
24845,35,management,single,secondary,no,5260,yes,no,cellular,18,nov,59,1,182,2,failure,no
24851,33,technician,single,secondary,no,1769,yes,no,cellular,18,nov,273,1,182,1,failure,no
24852,46,management,married,tertiary,no,4301,yes,yes,cellular,18,nov,50,1,183,2,failure,no
24859,46,technician,married,secondary,no,68,yes,yes,cellular,18,nov,111,2,155,3,failure,no
24860,36,admin.,divorced,secondary,no,454,yes,no,cellular,18,nov,165,1,131,1,failure,no
24864,32,blue-collar,single,secondary,no,53,yes,no,cellular,18,nov,276,1,195,1,failure,no
24865,38,management,single,tertiary,no,1515,yes,no,cellular,18,nov,134,1,110,5,failure,no
24867,37,housemaid,single,tertiary,no,561,no,no,cellular,18,nov,188,1,165,2,failure,no
24868,59,entrepreneur,married,secondary,no,2429,no,yes,cellular,18,nov,79,2,182,7,failure,no
24870,40,services,divorced,secondary,no,1155,no,yes,cellular,18,nov,175,1,138,1,failure,no
24872,59,blue-collar,married,primary,no,14,yes,yes,cellular,18,nov,319,2,182,1,failure,no
24873,36,management,single,tertiary,no,0,no,yes,cellular,18,nov,300,1,96,4,failure,no
24877,51,blue-collar,married,primary,no,1194,yes,no,cellular,18,nov,714,1,186,3,failure,no
24879,45,blue-collar,single,secondary,no,91,no,yes,cellular,18,nov,149,1,127,2,failure,no
24885,38,management,single,tertiary,no,427,yes,no,cellular,18,nov,253,1,182,1,failure,no
24898,42,blue-collar,married,secondary,no,1958,yes,no,cellular,18,nov,129,1,172,3,failure,no
24899,30,technician,single,tertiary,no,3,yes,no,cellular,18,nov,54,1,195,1,failure,no
24901,51,self-employed,married,tertiary,no,146,no,no,cellular,18,nov,150,2,126,3,failure,no
24902,37,management,married,tertiary,no,3770,yes,no,cellular,18,nov,106,1,110,4,failure,no
24903,41,services,married,secondary,no,446,yes,no,cellular,18,nov,296,1,186,1,success,no
24910,30,technician,single,secondary,no,4787,yes,no,cellular,18,nov,266,1,167,2,failure,no
24912,36,technician,married,secondary,no,1345,yes,no,cellular,18,nov,82,1,172,3,failure,no
24916,58,management,married,tertiary,no,0,yes,no,cellular,18,nov,265,1,188,1,failure,no
24918,42,blue-collar,married,primary,no,2273,yes,no,cellular,18,nov,253,1,112,2,failure,no
24919,41,blue-collar,married,secondary,no,1100,yes,no,cellular,18,nov,397,1,173,2,failure,no
24920,43,technician,married,secondary,no,764,yes,no,cellular,18,nov,164,5,127,5,failure,no
24924,48,services,married,secondary,no,2877,yes,no,cellular,18,nov,77,1,168,1,failure,no
24928,30,technician,single,secondary,yes,-305,no,yes,cellular,18,nov,37,1,96,6,failure,no
24941,43,technician,single,secondary,yes,685,yes,no,cellular,18,nov,78,1,110,2,failure,no
24942,34,admin.,single,secondary,no,10,no,yes,cellular,18,nov,162,1,173,3,failure,no
24948,44,management,married,primary,no,1880,yes,no,cellular,18,nov,34,1,124,6,failure,no
24955,36,management,married,tertiary,no,0,yes,no,cellular,18,nov,103,1,175,2,failure,no
24956,33,blue-collar,married,secondary,no,596,yes,no,cellular,18,nov,77,1,127,3,failure,no
24960,47,admin.,married,secondary,no,829,yes,yes,cellular,18,nov,48,1,188,1,failure,no
24961,47,blue-collar,married,secondary,no,3237,yes,no,cellular,18,nov,38,1,187,3,failure,no
24962,35,technician,married,secondary,no,222,yes,no,cellular,18,nov,233,1,190,6,failure,no
24970,39,admin.,married,secondary,no,3732,yes,no,cellular,18,nov,515,1,181,2,failure,no
24971,39,self-employed,married,tertiary,no,585,yes,no,cellular,18,nov,48,1,181,3,failure,no
24983,31,services,single,secondary,no,2038,yes,no,cellular,18,nov,239,1,182,1,failure,no
24986,37,unemployed,single,tertiary,no,1316,yes,no,cellular,18,nov,389,1,172,2,failure,no
24987,50,technician,married,secondary,no,-353,yes,yes,cellular,18,nov,162,1,175,2,failure,no
24988,39,management,divorced,tertiary,no,5009,yes,no,cellular,18,nov,255,1,126,2,failure,no
24993,56,admin.,divorced,secondary,no,0,no,no,cellular,18,nov,100,1,154,2,failure,no
25000,30,admin.,divorced,secondary,no,83,yes,yes,cellular,18,nov,118,2,196,1,failure,no
25005,45,blue-collar,married,primary,no,147,yes,no,cellular,18,nov,226,1,168,2,failure,no
25014,33,blue-collar,married,secondary,no,157,yes,no,cellular,18,nov,110,1,182,1,failure,no
25015,45,technician,married,secondary,no,3395,yes,no,cellular,18,nov,92,1,188,1,failure,no
25023,37,blue-collar,single,secondary,no,690,yes,no,cellular,18,nov,105,1,179,2,failure,no
25025,37,services,single,secondary,no,54,yes,no,cellular,18,nov,328,2,131,1,failure,no
25030,40,services,single,secondary,no,326,yes,no,cellular,18,nov,124,1,175,1,failure,no
25037,38,blue-collar,married,secondary,no,-288,yes,yes,cellular,18,nov,68,1,165,2,failure,no
25045,41,technician,married,secondary,no,2123,no,no,cellular,18,nov,232,1,102,2,failure,no
25048,44,technician,married,secondary,no,1901,no,no,cellular,18,nov,143,3,104,2,failure,no
25051,41,blue-collar,married,secondary,no,1954,no,no,cellular,18,nov,65,1,110,2,success,no
25059,45,management,single,tertiary,no,16,no,no,cellular,18,nov,100,1,110,2,failure,no
25069,34,management,divorced,tertiary,no,5754,yes,no,cellular,18,nov,32,1,181,1,failure,no
25072,52,admin.,divorced,secondary,no,2717,no,no,telephone,18,nov,114,1,162,2,failure,no
25073,43,entrepreneur,single,primary,no,103,yes,no,cellular,18,nov,53,1,183,5,failure,no
25074,37,management,married,primary,no,5427,no,no,cellular,18,nov,201,1,159,1,failure,no
25079,37,management,single,tertiary,no,1743,yes,no,cellular,18,nov,192,1,113,2,failure,no
25086,48,blue-collar,married,primary,no,1092,no,yes,cellular,18,nov,79,1,172,8,failure,no
25096,35,management,married,tertiary,no,4943,yes,no,cellular,18,nov,295,1,124,2,failure,no
25097,42,management,married,tertiary,no,2110,no,yes,cellular,18,nov,67,1,110,2,failure,no
25113,34,management,married,tertiary,no,63,no,no,cellular,18,nov,83,1,102,2,failure,no
25119,32,blue-collar,single,secondary,no,118,yes,no,cellular,18,nov,216,1,124,1,success,no
25121,50,self-employed,single,tertiary,no,21,yes,no,cellular,18,nov,157,1,188,1,failure,no
25123,30,management,married,tertiary,no,900,no,no,cellular,18,nov,123,1,124,2,failure,no
25127,55,services,married,secondary,no,3546,yes,yes,cellular,18,nov,588,1,110,2,failure,no
25130,32,management,married,tertiary,no,1667,yes,no,cellular,18,nov,164,2,179,3,failure,no
25133,32,services,single,secondary,no,2251,yes,yes,cellular,18,nov,131,1,124,1,failure,no
25137,44,technician,married,secondary,no,533,yes,no,cellular,18,nov,127,1,110,2,failure,no
25147,36,blue-collar,married,secondary,no,2894,yes,no,cellular,18,nov,91,1,124,1,failure,no
25149,34,management,married,tertiary,no,11,yes,no,cellular,18,nov,123,1,124,1,failure,no
25152,32,management,married,tertiary,no,3107,yes,yes,cellular,18,nov,165,2,116,1,failure,no
25154,48,blue-collar,married,secondary,no,3008,yes,yes,cellular,18,nov,163,1,187,3,failure,no
25158,48,management,single,tertiary,no,648,yes,no,cellular,18,nov,290,1,110,2,failure,no
25166,39,services,married,secondary,no,173,yes,no,cellular,18,nov,96,2,182,2,failure,no
25176,47,admin.,single,secondary,no,19,yes,yes,cellular,18,nov,90,2,123,1,failure,no
25178,52,blue-collar,married,tertiary,no,297,yes,no,cellular,18,nov,62,2,195,1,failure,no
25182,59,technician,divorced,secondary,no,797,yes,no,cellular,18,nov,319,2,165,2,failure,no
25188,38,entrepreneur,married,tertiary,no,678,no,yes,cellular,18,nov,82,2,152,1,failure,no
25200,54,blue-collar,married,secondary,no,506,yes,no,cellular,18,nov,172,2,104,2,failure,no
25204,51,management,married,tertiary,no,-516,yes,no,cellular,18,nov,120,2,187,2,failure,no
25208,47,blue-collar,married,primary,no,1533,no,yes,cellular,18,nov,273,2,96,4,failure,no
25214,34,blue-collar,married,primary,no,500,yes,no,cellular,18,nov,240,2,182,1,failure,no
25225,30,blue-collar,married,secondary,no,246,yes,no,cellular,18,nov,166,2,113,5,failure,no
25229,43,management,single,tertiary,no,-56,yes,no,cellular,18,nov,146,2,151,14,failure,no
25230,52,services,married,secondary,no,2257,yes,no,telephone,18,nov,102,2,188,1,failure,no
25231,36,blue-collar,married,secondary,no,402,no,yes,cellular,18,nov,86,2,154,1,failure,no
25234,39,management,married,secondary,no,517,yes,no,cellular,18,nov,387,3,196,2,failure,no
25239,45,management,single,tertiary,no,5694,yes,no,cellular,18,nov,145,2,193,2,failure,no
25240,54,self-employed,married,tertiary,no,368,no,no,cellular,18,nov,74,2,110,4,failure,no
25246,36,entrepreneur,single,secondary,no,296,no,no,cellular,18,nov,67,2,111,2,failure,no
25251,38,technician,married,secondary,no,508,yes,no,cellular,18,nov,722,3,175,2,failure,no
25257,44,technician,married,secondary,no,2626,yes,no,cellular,18,nov,170,2,188,3,failure,no
25261,59,entrepreneur,married,primary,no,124,yes,no,cellular,18,nov,531,3,134,7,failure,no
25274,40,admin.,single,secondary,no,2854,yes,no,cellular,18,nov,354,2,169,1,failure,no
25275,30,services,divorced,secondary,no,0,yes,yes,cellular,18,nov,174,2,111,3,failure,no
25279,42,management,single,tertiary,no,1113,yes,yes,cellular,18,nov,89,2,162,12,failure,no
25280,33,management,married,tertiary,no,1522,yes,no,cellular,18,nov,171,2,179,3,failure,no
25283,44,services,married,secondary,no,-236,yes,no,cellular,18,nov,218,2,113,7,success,no
25285,36,self-employed,single,tertiary,no,3560,no,no,cellular,18,nov,658,3,169,2,failure,no
25286,42,blue-collar,divorced,secondary,no,898,yes,no,cellular,18,nov,136,2,131,1,failure,no
25289,36,technician,divorced,secondary,no,556,yes,no,cellular,18,nov,154,3,189,1,failure,no
25293,53,self-employed,married,secondary,no,1066,yes,no,cellular,18,nov,110,1,186,3,failure,no
25298,52,self-employed,married,tertiary,no,5350,yes,yes,cellular,18,nov,68,2,110,4,success,no
25305,40,technician,married,secondary,no,7313,yes,no,cellular,18,nov,241,2,182,1,failure,no
25306,30,technician,single,tertiary,no,0,yes,no,cellular,18,nov,342,2,174,1,failure,no
25309,45,services,married,secondary,no,1550,yes,no,cellular,18,nov,143,2,166,6,failure,no
25315,38,services,married,secondary,no,4392,no,no,cellular,18,nov,23,2,110,2,failure,no
25328,33,blue-collar,married,secondary,no,328,yes,no,cellular,18,nov,160,2,182,1,failure,no
25334,51,management,married,tertiary,no,1612,yes,no,cellular,18,nov,61,2,131,1,failure,no
25337,33,technician,married,tertiary,no,17455,yes,yes,cellular,18,nov,168,3,179,4,failure,no
25338,32,blue-collar,married,secondary,no,491,yes,no,cellular,18,nov,131,3,194,2,failure,no
25348,32,services,married,secondary,no,3839,yes,no,cellular,18,nov,100,2,189,1,failure,no
25352,40,management,single,secondary,no,9916,no,no,cellular,18,nov,411,3,8,1,failure,no
25354,56,retired,married,secondary,no,728,no,no,cellular,18,nov,163,2,110,15,failure,no
25358,32,management,married,secondary,no,6217,yes,yes,cellular,18,nov,486,2,181,2,failure,no
25360,41,admin.,married,secondary,no,1327,yes,yes,cellular,18,nov,425,2,176,2,failure,no
25365,36,technician,married,secondary,no,-179,yes,no,cellular,18,nov,476,2,124,1,failure,no
25366,46,blue-collar,married,secondary,no,942,no,no,cellular,18,nov,240,3,119,2,failure,no
25368,34,blue-collar,married,secondary,no,3990,yes,no,cellular,18,nov,591,2,117,7,failure,no
25370,34,technician,single,tertiary,no,2047,yes,no,cellular,18,nov,72,2,113,5,failure,no
25378,30,management,married,tertiary,no,1185,yes,no,cellular,18,nov,342,2,120,4,failure,no
25379,30,admin.,single,secondary,no,2802,no,yes,telephone,18,nov,285,2,137,2,failure,no
25381,43,services,married,secondary,no,508,yes,no,cellular,18,nov,200,1,172,1,failure,no
25383,51,management,single,tertiary,no,6030,yes,no,cellular,18,nov,157,2,110,3,failure,no
25384,45,technician,divorced,secondary,no,-14,no,no,cellular,18,nov,39,2,127,3,failure,no
25385,46,management,divorced,tertiary,no,6269,yes,no,telephone,18,nov,249,3,112,2,failure,no
25388,30,blue-collar,married,secondary,no,1131,yes,yes,cellular,18,nov,189,1,144,5,failure,no
25393,40,admin.,divorced,secondary,no,399,yes,yes,cellular,18,nov,166,3,96,2,failure,no
25394,46,services,divorced,secondary,no,864,yes,no,cellular,18,nov,105,5,188,2,failure,no
25402,31,management,single,tertiary,no,3142,yes,no,cellular,18,nov,235,1,123,1,failure,no
25405,53,retired,married,secondary,no,1139,yes,no,cellular,18,nov,180,1,186,6,failure,no
25409,48,blue-collar,married,primary,no,214,yes,yes,cellular,18,nov,246,1,162,1,failure,no
25410,34,blue-collar,married,secondary,no,1412,yes,yes,cellular,18,nov,149,1,175,2,failure,no
25411,35,technician,married,secondary,no,2019,yes,yes,cellular,18,nov,83,2,144,1,failure,no
25415,31,management,married,tertiary,no,1164,yes,yes,cellular,18,nov,141,2,123,3,failure,no
25416,36,management,married,tertiary,no,369,no,no,cellular,18,nov,193,4,102,2,failure,no
25421,45,blue-collar,married,secondary,no,17,yes,no,cellular,18,nov,66,1,152,14,failure,no
25423,31,admin.,married,secondary,no,355,yes,no,cellular,18,nov,530,1,193,1,failure,no
25425,51,self-employed,married,primary,no,106,yes,no,telephone,18,nov,366,3,110,2,failure,no
25443,30,technician,married,secondary,no,-306,yes,yes,cellular,18,nov,372,1,186,1,failure,no
25449,44,services,married,secondary,no,1106,yes,no,telephone,19,nov,178,5,119,11,failure,no
25455,41,entrepreneur,married,tertiary,no,171,yes,no,cellular,19,nov,209,1,191,4,failure,no
25462,58,self-employed,married,tertiary,no,8014,yes,no,cellular,19,nov,697,2,184,3,failure,no
25463,55,blue-collar,divorced,secondary,no,4053,no,no,cellular,19,nov,113,1,166,2,failure,no
25467,32,admin.,single,tertiary,no,1583,yes,no,cellular,19,nov,100,1,182,1,failure,no
25478,42,services,married,tertiary,no,412,yes,no,telephone,19,nov,142,4,169,5,failure,no
25479,30,management,married,tertiary,no,314,no,no,cellular,19,nov,364,2,175,2,success,no
25480,37,technician,married,secondary,no,7957,no,no,cellular,19,nov,706,1,111,2,failure,no
25483,32,services,divorced,secondary,no,1156,yes,no,cellular,19,nov,81,1,182,1,failure,no
25486,39,management,single,tertiary,no,1682,yes,no,cellular,19,nov,147,1,170,1,failure,no
25487,31,management,single,tertiary,no,3625,yes,no,cellular,19,nov,112,1,180,2,failure,no
25490,32,blue-collar,single,secondary,no,1721,yes,no,cellular,19,nov,184,2,182,2,failure,no
25491,45,management,married,secondary,no,38,yes,no,cellular,19,nov,159,1,188,2,failure,no
25492,33,management,single,tertiary,no,541,yes,yes,cellular,19,nov,140,1,182,1,failure,no
25495,30,management,single,tertiary,no,54,yes,yes,cellular,19,nov,192,1,177,3,failure,no
25503,31,management,married,tertiary,no,4924,yes,no,cellular,19,nov,316,1,182,2,failure,no
25504,54,management,married,tertiary,no,6525,yes,no,cellular,19,nov,133,1,170,3,failure,no
25505,33,management,married,tertiary,no,3696,no,no,cellular,19,nov,305,1,182,3,failure,no
25511,48,unemployed,married,secondary,no,1811,yes,no,telephone,19,nov,137,4,111,3,failure,no
25514,33,management,married,tertiary,no,0,yes,no,cellular,19,nov,295,1,170,1,failure,no
25526,32,blue-collar,married,secondary,no,2089,yes,no,cellular,19,nov,192,1,5,1,success,no
25531,40,management,married,tertiary,no,12409,yes,no,cellular,19,nov,140,1,99,2,failure,no
25535,52,retired,married,secondary,no,424,no,no,cellular,19,nov,143,1,154,3,failure,no
25536,31,technician,single,secondary,no,1186,yes,no,cellular,19,nov,174,1,180,1,failure,no
25537,35,management,married,tertiary,no,2801,yes,no,cellular,19,nov,70,2,111,2,failure,no
